Time,L_Reach,L_Grasp,L_Manipulation,L_Transport,L_Place,R_Reach,R_Grasp,R_Manipulation,R_Transport,R_Place
8.2654 sec,0,0,0,1,0,0,0,1,0,0
8.2821 sec,0,0,0,1,0,0,0,1,0,0
8.2988 sec,0,0,0,1,0,0,0,1,0,0
8.3155 sec,0,0,0,1,0,0,0,1,0,0
8.3321 sec,0,0,0,1,0,0,0,1,0,0
8.3488 sec,0,0,0,1,0,0,0,1,0,0
8.3655 sec,0,0,0,1,0,0,0,1,0,0
8.3822 sec,0,0,0,1,0,0,0,1,0,0
8.3989 sec,0,0,0,1,0,0,0,1,0,0
8.4156 sec,0,0,0,1,0,0,0,1,0,0
8.4322 sec,0,0,0,1,0,0,0,1,0,0
8.4489 sec,0,0,0,1,0,0,0,1,0,0
8.4656 sec,0,0,0,1,0,0,0,1,0,0
8.4823 sec,0,0,0,1,0,0,0,1,0,0
8.499 sec,0,0,0,1,0,0,0,1,0,0
8.5157 sec,0,0,0,1,0,0,0,1,0,0
8.5323 sec,0,0,0,1,0,0,0,1,0,0
8.549 sec,0,0,0,1,0,0,0,1,0,0
8.5657 sec,0,0,0,1,0,0,0,1,0,0
8.5824 sec,0,0,0,1,0,0,0,1,0,0
8.5991 sec,0,0,0,1,0,0,0,1,0,0
8.6158 sec,0,0,0,1,0,0,0,1,0,0
8.6324 sec,0,0,0,1,0,0,0,1,0,0
8.6491 sec,0,0,0,1,0,0,0,1,0,0
8.6658 sec,0,0,0,1,0,0,0,1,0,0
8.6825 sec,0,0,0,1,0,0,0,1,0,0
8.6992 sec,0,0,0,1,0,0,0,1,0,0
8.7159 sec,0,0,0,1,0,0,0,1,0,0
8.7325 sec,0,0,0,1,0,0,0,1,0,0
8.7492 sec,0,0,0,1,0,0,0,1,0,0
8.7659 sec,0,0,0,1,0,0,0,1,0,0
8.7826 sec,0,0,0,1,0,0,0,1,0,0
8.7993 sec,0,0,0,1,0,0,0,1,0,0
8.816 sec,0,0,0,1,0,0,0,1,0,0
8.8326 sec,0,0,0,1,0,0,0,1,0,0
8.8493 sec,0,0,0,1,0,0,0,1,0,0
8.866 sec,0,0,0,1,0,0,0,1,0,0
8.8827 sec,0,0,0,1,0,0,0,1,0,0
8.8994 sec,0,0,0,1,0,0,0,1,0,0
8.9161 sec,0,0,0,1,0,0,0,1,0,0
8.9327 sec,0,0,0,1,0,0,0,1,0,0
8.9494 sec,0,0,0,1,0,0,0,1,0,0
8.9661 sec,0,0,0,1,0,0,0,1,0,0
8.9828 sec,0,0,0,1,0,0,0,1,0,0
8.9995 sec,0,0,0,1,0,0,0,1,0,0
9.0162 sec,0,0,0,1,0,0,0,1,0,0
9.0328 sec,0,0,0,1,0,0,0,1,0,0
9.0495 sec,0,0,0,1,0,0,0,1,0,0
9.0662 sec,0,0,0,1,0,0,0,1,0,0
9.0829 sec,0,0,0,1,0,0,0,1,0,0
9.0996 sec,0,0,0,1,0,0,0,1,0,0
9.1163 sec,0,0,0,1,0,0,0,1,0,0
9.1329 sec,0,0,0,1,0,0,0,1,0,0
9.1496 sec,0,0,0,1,0,0,0,1,0,0
9.1663 sec,0,0,0,1,0,0,0,1,0,0
9.183 sec,0,0,0,1,0,0,0,1,0,0
9.1997 sec,0,0,0,1,0,0,0,1,0,0
9.2164 sec,0,0,0,1,0,0,0,1,0,0
9.233 sec,0,0,0,1,0,0,0,1,0,0
9.2497 sec,0,0,0,1,0,0,0,1,0,0
9.2664 sec,0,0,0,1,0,0,0,1,0,0
9.2831 sec,0,0,0,1,0,0,0,1,0,0
9.2998 sec,0,0,0,1,0,0,0,1,0,0
9.3165 sec,0,0,0,1,0,0,0,1,0,0
9.3331 sec,0,0,0,1,0,0,0,1,0,0
9.3498 sec,0,0,0,1,0,0,0,1,0,0
9.3665 sec,0,0,0,1,0,0,0,1,0,0
9.3832 sec,0,0,0,1,0,0,0,1,0,0
9.3999 sec,0,0,0,1,0,0,0,1,0,0
9.4166 sec,0,0,0,1,0,0,0,1,0,0
9.4332 sec,0,0,0,1,0,0,0,1,0,0
9.4499 sec,0,0,0,1,0,0,0,1,0,0
9.4666 sec,0,0,0,1,0,0,0,1,0,0
9.4833 sec,0,0,0,1,0,0,0,1,0,0
9.5 sec,0,0,0,1,0,0,0,1,0,0
9.5167 sec,0,0,0,1,0,0,0,1,0,0
9.5333 sec,0,0,0,1,0,0,0,1,0,0
9.55 sec,0,0,0,1,0,0,0,1,0,0
9.5667 sec,0,0,0,1,0,0,0,1,0,0
9.5834 sec,0,0,0,1,0,0,0,1,0,0
9.6001 sec,0,0,0,1,0,0,0,1,0,0
9.6168 sec,0,0,0,1,0,0,0,0,0,0
9.6334 sec,0,0,0,1,0,0,0,0,0,0
9.6501 sec,0,0,0,1,0,0,0,0,0,0
9.6668 sec,0,0,0,1,0,0,0,0,0,0
9.6835 sec,0,0,0,1,0,0,0,0,0,0
9.7002 sec,0,0,0,1,0,0,0,0,0,0
9.7169 sec,0,0,0,1,0,0,0,0,0,0
9.7335 sec,0,0,0,1,0,0,0,0,0,0
9.7502 sec,0,0,0,1,0,0,0,0,0,0
9.7669 sec,0,0,0,1,0,0,0,0,0,0
9.7836 sec,0,0,0,1,0,0,0,0,0,0
9.8003 sec,0,0,0,1,0,0,0,0,0,0
9.817 sec,0,0,0,1,0,0,0,0,0,0
9.8336 sec,0,0,0,1,0,0,0,0,0,0
9.8503 sec,0,0,0,1,0,0,0,0,0,0
9.867 sec,0,0,0,1,0,0,0,0,0,0
9.8837 sec,0,0,0,1,0,0,0,0,0,0
9.9004 sec,0,0,0,1,0,0,0,0,0,0
9.9171 sec,0,0,0,1,0,0,0,0,0,0
9.9337 sec,0,0,0,1,0,0,0,0,0,0
9.9504 sec,0,0,0,1,0,0,0,0,0,0
9.9671 sec,0,0,0,1,0,0,0,0,0,0
9.9838 sec,0,0,0,1,0,0,0,0,0,0
10 sec,0,0,0,1,0,0,0,0,0,0
10.017 sec,0,0,0,1,0,0,0,0,0,0
10.034 sec,0,0,0,1,0,0,0,0,0,0
10.051 sec,0,0,0,1,0,0,0,0,0,0
10.067 sec,0,0,0,1,0,0,0,0,0,0
10.084 sec,0,0,0,1,0,0,0,0,0,0
10.101 sec,0,0,0,1,0,0,0,0,0,0
10.117 sec,0,0,0,1,0,0,0,0,0,0
10.134 sec,0,0,0,1,0,0,0,0,0,0
10.151 sec,0,0,0,1,0,0,0,0,0,0
10.167 sec,0,0,0,1,0,0,0,0,0,0
10.184 sec,0,0,0,1,0,0,0,0,0,0
10.201 sec,0,0,0,1,0,0,0,0,0,0
10.217 sec,0,0,0,1,0,0,0,0,0,0
10.234 sec,0,0,0,1,0,0,0,0,0,0
10.251 sec,0,0,0,1,0,0,0,0,0,0
10.267 sec,0,0,0,1,0,0,0,0,0,0
10.284 sec,0,0,0,1,0,0,0,0,0,0
10.301 sec,0,0,0,1,0,0,0,0,0,0
10.317 sec,0,0,0,1,0,0,0,0,0,0
10.334 sec,0,0,0,1,0,0,0,0,0,0
10.351 sec,0,0,0,1,0,0,0,0,0,0
10.368 sec,0,0,0,1,0,0,0,0,0,0
10.384 sec,0,0,0,1,0,0,0,0,0,0
10.401 sec,0,0,0,1,0,0,0,0,0,0
10.418 sec,0,0,0,1,0,0,0,0,0,0
10.434 sec,0,0,0,1,0,0,0,0,0,0
10.451 sec,0,0,0,1,0,0,0,0,0,0
10.468 sec,0,0,0,1,0,0,0,0,0,0
10.484 sec,0,0,0,1,0,0,0,0,0,0
10.501 sec,0,0,0,1,0,0,0,0,0,0
10.518 sec,0,0,0,1,0,0,0,0,0,0
10.534 sec,0,0,0,1,0,0,0,0,0,0
10.551 sec,0,0,0,1,0,0,0,0,0,0
10.568 sec,0,0,0,1,0,0,0,0,0,0
10.584 sec,0,0,0,1,0,0,0,0,0,0
10.601 sec,0,0,0,1,0,0,0,0,0,0
10.618 sec,0,0,0,1,0,0,0,0,0,0
10.634 sec,0,0,0,1,0,0,0,0,0,0
10.651 sec,0,0,0,1,0,0,0,0,0,0
10.668 sec,0,0,0,1,0,0,0,0,0,0
10.684 sec,0,0,0,1,0,0,0,0,0,0
10.701 sec,0,0,0,1,0,0,0,0,0,0
10.718 sec,0,0,0,1,0,0,0,0,0,0
10.735 sec,0,0,0,1,0,0,0,0,0,0
10.751 sec,0,0,0,1,0,0,0,0,0,0
10.768 sec,0,0,0,1,0,0,0,0,0,0
10.785 sec,0,0,0,1,0,0,0,0,0,0
10.801 sec,0,0,0,1,0,0,0,0,0,0
10.818 sec,0,0,0,1,0,0,0,0,0,0
10.835 sec,0,0,0,1,0,0,0,0,0,0
10.851 sec,0,0,0,1,0,0,0,0,0,0
10.868 sec,0,0,0,1,0,0,0,0,0,0
10.885 sec,0,0,0,1,0,0,0,0,0,0
10.901 sec,0,0,0,1,0,0,0,0,0,0
10.918 sec,0,0,0,1,0,0,0,0,0,0
10.935 sec,0,0,0,1,0,0,0,0,0,0
10.951 sec,0,0,0,1,0,0,0,0,0,0
10.968 sec,0,0,0,1,0,0,0,0,0,0
10.985 sec,0,0,0,1,0,0,0,0,0,0
11.001 sec,0,0,0,1,0,0,0,0,0,0
11.018 sec,0,0,0,1,0,0,0,0,0,0
11.035 sec,0,0,0,1,0,0,0,0,0,0
11.052 sec,0,0,0,1,0,0,0,0,0,0
11.068 sec,0,0,0,1,0,0,0,0,0,0
11.085 sec,0,0,0,1,0,0,0,0,0,0
11.102 sec,0,0,0,1,0,0,0,0,0,0
11.118 sec,0,0,0,1,0,0,0,0,0,0
11.135 sec,0,0,0,1,0,0,0,0,0,0
11.152 sec,0,0,0,1,0,0,0,0,0,0
11.168 sec,0,0,0,1,0,0,0,0,0,0
11.185 sec,0,0,0,1,0,0,0,0,0,0
11.202 sec,0,0,0,1,0,0,0,0,0,0
11.218 sec,0,0,0,1,0,0,0,0,0,0
11.235 sec,0,0,0,1,0,0,0,0,0,0
11.252 sec,0,0,0,1,0,0,0,0,0,0
11.268 sec,0,0,0,1,0,0,0,0,0,0
11.285 sec,0,0,0,1,0,0,0,0,0,0
11.302 sec,0,0,0,1,0,0,0,0,0,0
11.318 sec,0,0,0,1,0,0,0,0,0,0
11.335 sec,0,0,0,1,0,0,0,0,0,0
11.352 sec,0,0,0,1,0,0,0,0,0,0
11.369 sec,0,0,0,1,0,0,0,0,0,0
11.385 sec,0,0,0,1,0,0,0,0,0,0
11.402 sec,0,0,0,1,0,0,0,0,0,0
11.419 sec,0,0,0,1,0,0,0,0,0,0
11.435 sec,0,0,0,1,0,0,0,0,0,0
11.452 sec,0,0,0,1,0,0,0,0,0,0
11.469 sec,0,0,0,1,0,0,0,0,0,0
11.485 sec,0,0,0,1,0,0,0,0,0,0
11.502 sec,0,0,0,1,0,0,0,0,0,0
11.519 sec,0,0,0,1,0,0,0,0,0,0
11.535 sec,0,0,0,1,0,0,0,0,0,0
11.552 sec,0,0,0,1,0,0,0,0,0,0
11.569 sec,0,0,0,1,0,0,0,0,0,0
11.585 sec,0,0,0,1,0,0,0,0,0,0
11.602 sec,0,0,0,1,0,0,0,0,0,0
11.619 sec,0,0,0,1,0,0,0,0,0,0
11.635 sec,0,0,0,1,0,0,0,0,0,0
11.652 sec,0,0,0,1,0,0,0,0,0,0
11.669 sec,0,0,0,1,0,0,0,0,0,0
11.686 sec,0,0,0,1,0,0,0,0,0,0
11.702 sec,0,0,0,1,0,0,0,0,0,0
11.719 sec,0,0,0,1,0,0,0,0,0,0
11.736 sec,0,0,0,1,0,0,0,0,0,0
11.752 sec,0,0,0,1,0,0,0,0,0,0
11.769 sec,0,0,0,1,0,0,0,0,0,0
11.786 sec,0,0,0,1,0,0,0,0,0,0
11.802 sec,0,0,0,1,0,0,0,0,0,0
11.819 sec,0,0,0,1,0,0,0,0,0,0
11.836 sec,0,0,0,1,0,0,0,0,0,0
11.852 sec,0,0,0,1,0,0,0,0,0,0
11.869 sec,0,0,0,1,0,0,0,0,0,0
11.886 sec,0,0,0,1,0,0,0,0,0,0
11.902 sec,0,0,0,1,0,0,0,0,0,0
11.919 sec,0,0,0,1,0,0,0,0,0,0
11.936 sec,0,0,0,1,0,0,0,0,0,0
11.952 sec,0,0,0,1,0,0,0,0,0,0
11.969 sec,0,0,0,1,0,0,0,0,0,0
11.986 sec,0,0,0,1,0,0,0,0,0,0
12.002 sec,0,0,0,1,0,0,0,0,0,0
12.019 sec,0,0,0,1,0,0,0,0,0,0
12.036 sec,0,0,0,1,0,0,0,0,0,0
12.053 sec,0,0,0,1,0,0,0,0,0,0
12.069 sec,0,0,0,1,0,0,0,0,0,0
12.086 sec,0,0,0,1,0,0,0,0,0,0
12.103 sec,0,0,0,1,0,0,0,0,0,0
12.119 sec,0,0,0,1,0,0,0,0,0,0
12.136 sec,0,0,0,1,0,0,0,0,0,0
12.153 sec,0,0,0,1,0,0,0,0,0,0
12.169 sec,0,0,0,1,0,0,0,0,0,0
12.186 sec,0,0,0,1,0,0,0,0,0,0
12.203 sec,0,0,0,1,0,0,0,0,0,0
12.219 sec,0,0,0,1,0,0,0,0,0,0
12.236 sec,0,0,0,1,0,0,0,0,0,0
12.253 sec,0,0,0,1,0,0,0,0,0,0
12.269 sec,0,0,0,1,0,0,0,0,0,0
12.286 sec,0,0,0,1,0,0,0,0,0,0
12.303 sec,0,0,0,1,0,0,0,0,0,0
12.319 sec,0,0,0,1,0,0,0,0,0,0
12.336 sec,0,0,0,1,0,0,0,0,0,0
12.353 sec,0,0,0,1,0,0,0,0,0,0
12.37 sec,0,0,0,1,0,0,0,0,0,0
12.386 sec,0,0,0,1,0,0,0,0,0,0
12.403 sec,0,0,0,1,0,0,0,0,0,0
12.42 sec,0,0,0,1,0,0,0,0,0,0
12.436 sec,0,0,0,1,0,0,0,0,0,0
12.453 sec,0,0,0,1,0,0,0,0,0,0
12.47 sec,0,0,0,1,0,0,0,0,0,0
12.486 sec,0,0,0,1,0,0,0,0,0,0
12.503 sec,0,0,0,1,0,0,0,0,0,0
12.52 sec,0,0,0,1,0,0,0,0,0,0
12.536 sec,0,0,0,1,0,0,0,0,0,0
12.553 sec,0,0,0,1,0,0,0,0,0,0
12.57 sec,0,0,0,1,0,0,0,0,0,0
12.586 sec,0,0,0,1,0,0,0,0,0,0
12.603 sec,0,0,0,1,0,0,0,0,0,0
12.62 sec,0,0,0,1,0,0,0,0,0,0
12.636 sec,0,0,0,1,0,0,0,0,0,0
12.653 sec,0,0,0,1,0,0,0,0,0,0
12.67 sec,0,0,0,1,0,0,0,0,0,0
12.686 sec,0,0,0,1,0,0,0,0,0,0
12.703 sec,0,0,0,1,0,0,0,0,0,0
12.72 sec,0,0,0,1,0,0,0,0,0,0
12.737 sec,0,0,0,1,0,0,0,0,0,0
12.753 sec,0,0,0,1,0,0,0,0,0,0
12.77 sec,0,0,0,1,0,0,0,0,0,0
12.787 sec,0,0,0,1,0,0,0,0,0,0
12.803 sec,0,0,0,1,0,0,0,0,0,0
12.82 sec,0,0,0,1,0,0,0,0,0,0
12.837 sec,0,0,0,1,0,0,0,0,0,0
12.853 sec,0,0,0,1,0,0,0,0,0,0
12.87 sec,0,0,0,1,0,0,0,0,0,0
12.887 sec,0,0,0,1,0,0,0,1,0,0
12.903 sec,0,0,0,1,0,0,0,1,0,0
12.92 sec,0,0,0,1,0,0,0,1,0,0
12.937 sec,0,0,0,1,0,0,0,1,0,0
12.953 sec,0,0,0,1,0,0,0,1,0,0
12.97 sec,0,0,0,1,0,0,0,1,0,0
12.987 sec,0,0,0,1,0,0,0,1,0,0
13.003 sec,0,0,0,1,0,0,0,1,0,0
13.02 sec,0,0,0,1,0,0,0,1,0,0
13.037 sec,0,0,0,1,0,0,0,1,0,0
13.054 sec,0,0,0,1,0,0,0,1,0,0
13.07 sec,0,0,0,1,0,0,0,1,0,0
13.087 sec,0,0,0,1,0,0,0,1,0,0
13.104 sec,0,0,0,1,0,0,0,1,0,0
13.12 sec,0,0,0,1,0,0,0,1,0,0
13.137 sec,0,0,0,1,0,0,0,1,0,0
13.154 sec,0,0,0,1,0,0,0,1,0,0
13.17 sec,0,0,0,1,0,0,0,1,0,0
13.187 sec,0,0,0,1,0,0,0,1,0,0
13.204 sec,0,0,0,1,0,0,0,1,0,0
13.22 sec,0,0,0,1,0,0,0,1,0,0
13.237 sec,0,0,0,1,0,0,0,1,0,0
13.254 sec,0,0,0,1,0,0,0,1,0,0
13.27 sec,0,0,0,1,0,0,0,1,0,0
13.287 sec,0,0,0,1,0,0,0,1,0,0
13.304 sec,0,0,0,1,0,0,0,1,0,0
13.32 sec,0,0,0,1,0,0,0,1,0,0
13.337 sec,0,0,0,1,0,0,0,1,0,0
13.354 sec,0,0,0,1,0,0,0,1,0,0
13.371 sec,0,0,0,1,0,0,0,1,0,0
13.387 sec,0,0,0,1,0,0,0,1,0,0
13.404 sec,0,0,0,1,0,0,0,1,0,0
13.421 sec,0,0,0,1,0,0,0,1,0,0
13.437 sec,0,0,0,1,0,0,0,1,0,0
13.454 sec,0,0,0,1,0,0,0,1,0,0
13.471 sec,0,0,0,1,0,0,0,1,0,0
13.487 sec,0,0,0,1,0,0,0,1,0,0
13.504 sec,0,0,0,1,0,0,0,1,0,0
13.521 sec,0,0,0,1,0,0,0,1,0,0
13.537 sec,0,0,0,1,0,0,0,1,0,0
13.554 sec,0,0,0,1,0,0,0,1,0,0
13.571 sec,0,0,0,1,0,0,0,1,0,0
13.587 sec,0,0,0,1,0,0,0,1,0,0
13.604 sec,0,0,0,1,0,0,0,1,0,0
13.621 sec,0,0,0,1,0,0,0,1,0,0
13.637 sec,0,0,0,1,0,0,0,1,0,0
13.654 sec,0,0,0,1,0,0,0,1,0,0
13.671 sec,0,0,0,1,0,0,0,1,0,0
13.688 sec,0,0,0,1,0,0,0,1,0,0
13.704 sec,0,0,0,1,0,0,0,1,0,0
13.721 sec,0,0,0,1,0,0,0,1,0,0
13.738 sec,0,0,0,1,0,0,0,1,0,0
13.754 sec,0,0,0,1,0,0,0,1,0,0
13.771 sec,0,0,0,1,0,0,0,1,0,0
13.788 sec,0,0,0,1,0,0,0,1,0,0
13.804 sec,0,0,0,1,0,0,0,1,0,0
13.821 sec,0,0,0,1,0,0,0,1,0,0
13.838 sec,0,0,0,1,0,0,0,1,0,0
13.854 sec,0,0,0,1,0,0,0,1,0,0
13.871 sec,0,0,0,1,0,0,0,1,0,0
13.888 sec,0,0,0,1,0,0,0,1,0,0
13.904 sec,0,0,0,1,0,0,0,1,0,0
13.921 sec,0,0,0,1,0,0,0,1,0,0
13.938 sec,0,0,0,1,0,0,0,1,0,0
13.954 sec,0,0,0,1,0,0,0,1,0,0
13.971 sec,0,0,0,1,0,0,0,1,0,0
13.988 sec,0,0,0,1,0,0,0,1,0,0
14.004 sec,0,0,0,1,0,0,0,1,0,0
14.021 sec,0,0,0,1,0,0,0,1,0,0
14.038 sec,0,0,0,1,0,0,0,1,0,0
14.055 sec,0,0,0,1,0,0,0,1,0,0
14.071 sec,0,0,0,1,0,0,0,1,0,0
14.088 sec,0,0,0,1,0,0,0,1,0,0
14.105 sec,0,0,0,1,0,0,0,1,0,0
14.121 sec,0,0,0,1,0,0,0,1,0,0
14.138 sec,0,0,0,1,0,0,0,1,0,0
14.155 sec,0,0,0,1,0,0,0,1,0,0
14.171 sec,0,0,0,1,0,0,0,1,0,0
14.188 sec,0,0,0,1,0,0,0,1,0,0
14.205 sec,0,0,0,1,0,0,0,1,0,0
14.221 sec,0,0,0,1,0,0,0,1,0,0
14.238 sec,0,0,0,1,0,0,0,1,0,0
14.255 sec,0,0,0,1,0,0,0,1,0,0
14.271 sec,0,0,0,1,0,0,0,1,0,0
14.288 sec,0,0,0,1,0,0,0,1,0,0
14.305 sec,0,0,0,1,0,0,0,1,0,0
14.321 sec,0,0,0,1,0,0,0,1,0,0
14.338 sec,0,0,0,1,0,0,0,1,0,0
14.355 sec,0,0,0,1,0,0,0,1,0,0
14.372 sec,0,0,0,1,0,0,0,1,0,0
14.388 sec,0,0,0,1,0,0,0,1,0,0
14.405 sec,0,0,0,1,0,0,0,1,0,0
14.422 sec,0,0,0,1,0,0,0,1,0,0
14.438 sec,0,0,0,1,0,0,0,1,0,0
14.455 sec,0,0,0,1,0,0,0,1,0,0
14.472 sec,0,0,0,1,0,0,0,1,0,0
14.488 sec,0,0,0,1,0,0,0,1,0,0
14.505 sec,0,0,0,1,0,0,0,1,0,0
14.522 sec,0,0,0,1,0,0,0,1,0,0
14.538 sec,0,0,0,1,0,0,0,1,0,0
14.555 sec,0,0,0,1,0,0,0,1,0,0
14.572 sec,0,0,0,1,0,0,0,1,0,0
14.588 sec,0,0,0,1,0,0,0,1,0,0
14.605 sec,0,0,0,1,0,0,0,1,0,0
14.622 sec,0,0,0,1,0,0,0,1,0,0
14.638 sec,0,0,0,1,0,0,0,1,0,0
14.655 sec,0,0,0,1,0,0,0,0,0,0
14.672 sec,0,0,0,1,0,0,0,0,0,0
14.688 sec,0,0,0,1,0,0,0,0,0,0
14.705 sec,0,0,0,1,0,0,0,0,0,0
14.722 sec,0,0,0,1,0,0,0,0,0,0
14.739 sec,0,0,0,1,0,0,0,0,0,0
14.755 sec,0,0,0,1,0,0,0,0,0,0
14.772 sec,0,0,0,1,0,0,0,0,0,0
14.789 sec,0,0,0,1,0,0,0,0,0,0
14.805 sec,0,0,0,1,0,0,0,0,0,0
14.822 sec,0,0,0,1,0,0,0,0,0,0
14.839 sec,0,0,0,1,0,0,0,0,0,0
14.855 sec,0,0,0,1,0,0,0,0,0,0
14.872 sec,0,0,0,1,0,0,0,0,0,0
14.889 sec,0,0,0,1,0,0,0,0,0,0
14.905 sec,0,0,0,1,0,0,0,0,0,0
14.922 sec,0,0,0,1,0,0,0,0,0,0
14.939 sec,0,0,0,1,0,0,0,0,0,0
14.955 sec,0,0,0,1,0,0,0,0,0,0
14.972 sec,0,0,0,1,0,0,0,0,0,0
14.989 sec,0,0,0,1,0,0,0,0,0,0
15.005 sec,0,0,0,1,0,0,0,0,0,0
15.022 sec,0,0,0,1,0,0,0,0,0,0
15.039 sec,0,0,0,1,0,0,0,0,0,0
15.056 sec,0,0,0,1,0,0,0,0,0,0
15.072 sec,0,0,0,1,0,0,0,0,0,0
15.089 sec,0,0,0,1,0,0,0,0,0,0
15.106 sec,0,0,0,1,0,0,0,0,0,0
15.122 sec,0,0,0,1,0,0,0,0,0,0
15.139 sec,0,0,0,1,0,0,0,0,0,0
15.156 sec,0,0,0,1,0,0,0,0,0,0
15.172 sec,0,0,0,1,0,0,0,0,0,0
15.189 sec,0,0,0,1,0,0,0,0,0,0
15.206 sec,0,0,0,1,0,0,0,0,0,0
15.222 sec,0,0,0,1,0,0,0,0,0,0
15.239 sec,0,0,0,1,0,0,0,0,0,0
15.256 sec,0,0,0,1,0,0,0,0,0,0
15.272 sec,0,0,0,1,0,0,0,0,0,0
15.289 sec,0,0,0,1,0,0,0,0,0,0
15.306 sec,0,0,0,1,0,0,0,0,0,0
15.322 sec,0,0,0,1,0,0,0,0,0,0
15.339 sec,0,0,0,1,0,0,0,0,0,0
15.356 sec,0,0,0,1,0,0,0,0,0,0
15.373 sec,0,0,0,1,0,0,0,0,0,0
15.389 sec,0,0,0,1,0,0,0,0,0,0
15.406 sec,0,0,0,1,0,0,0,0,0,0
15.423 sec,0,0,0,1,0,0,0,0,0,0
15.439 sec,0,0,0,1,0,0,0,0,0,0
15.456 sec,0,0,0,1,0,0,0,0,0,0
15.473 sec,0,0,0,1,0,0,0,0,0,0
15.489 sec,0,0,0,1,0,0,0,0,0,0
15.506 sec,0,0,0,1,0,0,0,0,0,0
15.523 sec,0,0,0,1,0,0,0,0,0,0
15.539 sec,0,0,0,1,0,0,0,0,0,0
15.556 sec,0,0,0,1,0,0,0,0,0,0
15.573 sec,0,0,0,1,0,0,0,0,0,0
15.589 sec,0,0,0,1,0,0,0,0,0,0
15.606 sec,0,0,0,1,0,0,0,0,0,0
15.623 sec,0,0,0,1,0,0,0,0,0,0
15.639 sec,0,0,0,1,0,0,0,0,0,0
15.656 sec,0,0,0,1,0,0,0,0,0,0
15.673 sec,0,0,0,1,0,0,0,1,0,0
15.69 sec,0,0,0,1,0,0,0,1,0,0
15.706 sec,0,0,0,1,0,0,0,1,0,0
15.723 sec,0,0,0,1,0,0,0,1,0,0
15.74 sec,0,0,0,1,0,0,0,1,0,0
15.756 sec,0,0,0,1,0,0,0,1,0,0
15.773 sec,0,0,0,1,0,0,0,1,0,0
15.79 sec,0,0,0,1,0,0,0,1,0,0
15.806 sec,0,0,0,1,0,0,0,1,0,0
15.823 sec,0,0,0,1,0,0,0,1,0,0
15.84 sec,0,0,0,1,0,0,0,1,0,0
15.856 sec,0,0,0,1,0,0,0,1,0,0
15.873 sec,0,0,0,1,0,0,0,1,0,0
15.89 sec,0,0,0,1,0,0,0,1,0,0
15.906 sec,0,0,0,1,0,0,0,1,0,0
15.923 sec,0,0,0,1,0,0,0,1,0,0
15.94 sec,0,0,0,1,0,0,0,1,0,0
15.956 sec,0,0,0,1,0,0,0,1,0,0
15.973 sec,0,0,0,1,0,0,0,1,0,0
15.99 sec,0,0,0,1,0,0,0,1,0,0
16.006 sec,0,0,0,1,0,0,0,1,0,0
16.023 sec,0,0,0,1,0,0,0,1,0,0
16.04 sec,0,0,0,1,0,0,0,1,0,0
16.057 sec,0,0,0,1,0,0,0,1,0,0
16.073 sec,0,0,0,1,0,0,0,1,0,0
16.09 sec,0,0,0,1,0,0,0,1,0,0
16.107 sec,0,0,0,1,0,0,0,1,0,0
16.123 sec,0,0,0,1,0,0,0,1,0,0
16.14 sec,0,0,0,1,0,0,0,1,0,0
16.157 sec,0,0,0,1,0,0,0,1,0,0
16.173 sec,0,0,0,1,0,0,0,1,0,0
16.19 sec,0,0,0,1,0,0,0,1,0,0
16.207 sec,0,0,0,1,0,0,0,1,0,0
16.223 sec,0,0,0,1,0,0,0,1,0,0
16.24 sec,0,0,0,1,0,0,0,1,0,0
16.257 sec,0,0,0,1,0,0,0,1,0,0
16.273 sec,0,0,0,1,0,0,0,1,0,0
16.29 sec,0,0,0,1,0,0,0,0,0,0
16.307 sec,0,0,0,1,0,0,0,0,0,0
16.323 sec,0,0,0,1,0,0,0,0,0,0
16.34 sec,0,0,0,1,0,0,0,0,0,0
16.357 sec,0,0,0,1,0,0,0,0,0,0
16.374 sec,0,0,0,1,0,0,0,0,0,0
16.39 sec,0,0,0,1,0,0,0,0,0,0
16.407 sec,0,0,0,1,0,0,0,0,0,0
16.424 sec,0,0,0,1,0,0,0,0,0,0
16.44 sec,0,0,0,1,0,0,0,0,0,0
16.457 sec,0,0,0,1,0,0,0,0,0,0
16.474 sec,0,0,0,1,0,0,0,0,0,0
16.49 sec,0,0,0,1,0,0,0,0,0,0
16.507 sec,0,0,0,1,0,0,0,0,0,0
16.524 sec,0,0,0,1,0,0,0,0,0,0
16.54 sec,0,0,0,1,0,0,0,0,0,0
16.557 sec,0,0,0,1,0,0,0,0,0,0
16.574 sec,0,0,0,1,0,0,0,0,0,0
16.59 sec,0,0,0,1,0,0,0,0,0,0
16.607 sec,0,0,0,1,0,0,0,0,0,0
16.624 sec,0,0,0,1,0,0,0,0,0,0
16.64 sec,0,0,0,1,0,0,0,0,0,0
16.657 sec,0,0,0,1,0,0,0,0,0,0
16.674 sec,0,0,0,1,0,0,0,0,0,0
16.69 sec,0,0,0,1,0,0,0,0,0,0
16.707 sec,0,0,0,1,0,0,0,0,0,0
16.724 sec,0,0,0,1,0,0,0,0,0,0
16.741 sec,0,0,0,1,0,0,0,0,0,0
16.757 sec,0,0,0,1,0,0,0,0,0,0
16.774 sec,0,0,0,1,0,0,0,0,0,0
16.791 sec,0,0,0,1,0,0,0,0,0,0
